monthly_budget,days_into_month,rent_or_pg_spent_so_far,avg_daily_spend,std_daily_spend,trend_slope,max_daily_spend,overspend_risk
10456.0,22,4090.48,361.74,113.56,2.1075,539.6,SAFE
21584.0,6,9365.9,366.24,16.29,-0.4391,393.6,SAFE
24945.0,22,11917.2,420.1,92.08,14.0438,549.23,SAFE
23231.0,19,9899.22,470.85,102.83,-17.859,629.34,SAFE
20203.0,14,7107.38,309.37,67.12,16.1608,427.63,SAFE
21700.0,7,9947.25,379.66,186.17,57.9499,760.91,HIGH_RISK
23619.0,24,8771.87,383.78,83.79,-11.6556,525.9,SAFE
18155.0,16,9174.24,486.02,214.63,11.7675,944.74,CAUTION
17394.0,22,8883.67,313.84,19.11,0.4653,344.64,SAFE
23157.0,30,8547.37,590.44,122.24,13.7213,802.57,SAFE
13733.0,24,5192.14,196.45,13.28,0.6344,220.45,SAFE
12617.0,1,4553.03,380.56,0.0,0.0,380.56,HIGH_RISK
21337.0,21,9970.48,402.45,87.96,-13.955,549.04,SAFE
14820.0,11,6204.82,356.33,83.16,25.5005,527.98,HIGH_RISK
8754.0,21,3296.29,132.77,27.57,4.3743,180.69,SAFE
20186.0,16,8631.03,458.34,97.88,20.7717,616.34,SAFE
13273.0,23,5272.58,454.94,199.94,6.2432,1081.05,SAFE
14125.0,5,5224.79,331.59,68.7,46.4147,418.0,HIGH_RISK
21896.0,9,8264.37,571.06,143.14,53.6138,793.4,HIGH_RISK
19930.0,24,9859.9,401.02,81.59,11.2777,531.75,SAFE
11765.0,11,5664.66,384.4,143.79,-1.1529,676.86,CAUTION
14702.0,22,5223.13,323.43,19.99,0.0317,356.04,SAFE
22404.0,7,9880.24,650.83,461.91,92.6169,1727.04,HIGH_RISK
12131.0,29,5632.12,212.42,13.23,-0.4893,233.55,SAFE
16730.0,20,6774.42,640.8,269.94,11.6939,1167.13,SAFE
8143.0,19,2914.54,236.64,15.65,-0.3456,255.5,SAFE
10567.0,15,4217.26,207.24,39.93,-8.9256,268.04,SAFE
17429.0,7,5640.7,441.33,133.48,21.1344,633.68,HIGH_RISK
17675.0,25,7470.71,347.79,147.73,-2.9471,685.49,SAFE
20447.0,26,7146.84,565.35,120.8,-15.6218,743.29,SAFE
9361.0,13,4359.58,127.77,8.33,0.8827,140.07,SAFE
21697.0,11,10216.75,398.43,82.11,25.3595,524.21,CAUTION
24254.0,17,10222.95,486.39,111.65,21.8507,669.74,SAFE
24712.0,14,10660.71,520.26,36.78,4.6242,584.15,SAFE
14569.0,20,6397.8,300.15,68.65,-11.5716,415.67,SAFE
10882.0,9,3619.39,239.88,11.94,-1.1344,254.24,SAFE
19549.0,26,6530.44,347.9,72.6,-9.3455,485.3,SAFE
11759.0,22,4885.82,329.57,73.28,-11.2003,454.22,SAFE
16142.0,21,7721.95,383.38,85.27,-13.7289,564.51,SAFE
11678.0,23,4987.23,307.43,22.05,1.0794,342.57,SAFE
23597.0,10,9452.45,381.53,92.19,31.2135,526.64,CAUTION
9645.0,5,5018.76,124.05,8.54,4.9557,133.98,CAUTION
11973.0,19,5433.74,197.23,92.42,1.5051,365.18,SAFE
19530.0,8,9055.83,509.78,30.5,5.5081,562.05,CAUTION
9780.0,28,4232.52,179.04,40.83,4.8919,253.98,SAFE
23501.0,18,9517.51,670.51,154.23,29.0501,979.11,SAFE
16052.0,4,6007.04,294.45,67.98,59.2451,366.64,HIGH_RISK
8500.0,12,4183.05,103.81,23.01,6.4193,136.66,SAFE
9528.0,1,4244.03,168.73,0.0,0.0,168.73,CAUTION
15716.0,8,5392.71,437.21,21.92,2.6407,464.31,CAUTION
16656.0,8,7087.15,452.38,31.85,-4.0979,488.1,CAUTION
12561.0,16,6334.58,233.55,15.2,-1.1525,255.69,SAFE
12090.0,15,4840.05,322.49,67.41,14.9026,454.66,CAUTION
13158.0,16,6510.97,151.87,6.98,0.5243,163.03,SAFE
8337.0,17,4102.76,140.42,61.8,-0.0293,310.23,SAFE
13613.0,15,5077.0,452.72,197.98,6.926,860.95,CAUTION
20752.0,8,8130.32,793.11,343.45,14.6719,1548.72,HIGH_RISK
16076.0,23,6689.14,405.84,149.82,-5.4554,795.73,SAFE
24017.0,28,8997.11,877.1,345.97,-4.006,1726.96,SAFE
17543.0,13,6880.44,605.51,244.63,25.5302,1273.75,HIGH_RISK
19063.0,11,7234.23,410.0,104.13,-32.1533,567.14,SAFE
11927.0,7,4210.66,576.41,94.95,-3.6487,698.45,HIGH_RISK
18967.0,8,7854.44,514.23,170.96,34.1664,814.89,HIGH_RISK
9031.0,22,3496.4,210.34,92.85,1.4492,526.02,SAFE
8452.0,20,3366.92,134.08,9.21,-0.2328,148.03,SAFE
23467.0,20,9746.27,899.83,361.9,1.9936,1602.01,SAFE
16938.0,17,7880.59,357.03,76.15,-15.0388,514.31,SAFE
18934.0,17,8987.84,481.06,102.68,20.3156,641.03,SAFE
20025.0,2,8424.9,267.73,7.27,-14.5366,275.0,SAFE
9617.0,9,4452.41,165.22,36.37,-13.7668,220.2,SAFE
11515.0,7,4339.87,208.53,53.58,25.8639,311.53,HIGH_RISK
15181.0,6,6848.85,280.46,62.12,35.1686,351.04,HIGH_RISK
20557.0,2,8411.19,345.91,116.3,232.5987,462.21,HIGH_RISK
15975.0,6,6197.34,362.6,13.89,-5.5255,392.66,SAFE
19663.0,28,7795.11,430.96,29.13,0.9618,481.5,SAFE
23032.0,24,9660.1,425.36,91.24,-12.7253,589.36,SAFE
21996.0,16,9772.0,1010.31,435.87,34.4945,1836.49,HIGH_RISK
21644.0,22,8103.89,673.56,252.21,-13.9763,1334.37,SAFE
10713.0,18,3819.95,188.03,11.31,0.2446,206.33,SAFE
15596.0,9,7085.95,263.23,62.62,23.1652,373.02,CAUTION
13309.0,12,6441.46,156.6,34.0,9.3568,204.06,SAFE
14856.0,1,6064.5,268.78,0.0,0.0,268.78,CAUTION
19062.0,14,7915.6,416.66,100.56,23.8954,608.13,CAUTION
17665.0,26,8149.05,300.68,71.23,-9.2214,431.76,SAFE
16689.0,9,7989.91,288.19,16.2,-4.4453,307.28,SAFE
22707.0,18,8341.55,428.93,89.6,16.8549,578.75,SAFE
10268.0,1,4633.77,168.79,0.0,0.0,168.79,CAUTION
16850.0,25,8647.56,380.64,88.78,-11.9683,552.09,SAFE
24683.0,7,12349.27,408.32,228.81,72.5354,722.92,HIGH_RISK
24129.0,2,9719.04,632.41,55.53,111.0529,687.94,HIGH_RISK
20803.0,26,6821.36,405.11,28.51,0.5682,449.09,SAFE
15556.0,2,7337.43,266.01,8.97,-17.9331,274.98,SAFE
22322.0,17,8012.96,609.09,34.17,-0.7639,661.48,SAFE
8948.0,9,3899.88,213.41,44.6,17.0795,275.47,HIGH_RISK
12238.0,29,5924.39,169.96,37.35,-4.2879,245.3,SAFE
17860.0,11,7774.24,442.74,98.83,30.1748,598.28,HIGH_RISK
24442.0,13,11723.11,358.43,21.95,-0.5214,392.77,SAFE
11889.0,18,5416.99,298.36,122.25,-4.4821,598.17,SAFE
10628.0,21,4334.13,203.37,41.31,-6.6425,265.28,SAFE
14953.0,23,7004.47,233.89,16.73,0.0105,262.45,SAFE
19458.0,8,8408.77,530.94,41.08,3.8245,583.7,CAUTION
13626.0,3,7130.87,189.55,10.41,-12.427,203.63,SAFE
16027.0,1,6792.72,438.45,0.0,0.0,438.45,HIGH_RISK
12734.0,11,5830.38,180.6,42.76,13.2823,237.42,CAUTION
13539.0,6,6341.01,311.49,121.0,6.141,489.11,HIGH_RISK
22072.0,9,10920.22,728.91,147.93,-3.5784,972.73,HIGH_RISK
20906.0,20,8558.92,527.18,250.09,-8.8018,992.08,SAFE
15333.0,27,7121.65,201.81,46.44,-5.8423,274.2,SAFE
20225.0,26,8822.64,337.44,146.02,0.2464,639.41,SAFE
22255.0,16,9887.09,985.18,350.71,39.3595,1855.2,HIGH_RISK
16382.0,20,6565.34,466.86,204.49,4.0188,783.83,SAFE
11685.0,22,4882.6,158.7,37.69,5.85,229.23,SAFE
24382.0,16,8935.51,413.0,85.37,17.3948,569.85,SAFE
22772.0,23,8337.85,465.74,201.54,4.8003,964.27,SAFE
17178.0,30,7010.84,482.37,105.46,-11.768,679.88,SAFE
12383.0,26,4514.93,179.91,40.1,5.1304,260.05,SAFE
21246.0,21,9888.1,512.67,33.49,1.5752,558.27,SAFE
17290.0,20,6880.25,344.28,80.66,-13.4407,477.66,SAFE
13767.0,18,5593.28,270.67,16.73,0.0935,303.1,SAFE
16684.0,29,7102.56,241.2,49.05,5.6636,330.09,SAFE
15418.0,4,6200.8,286.27,64.03,-55.1175,351.09,SAFE
8318.0,2,3539.13,119.75,9.2,18.4089,128.96,HIGH_RISK
17047.0,24,7667.48,576.99,204.54,8.7692,1117.79,SAFE
12878.0,4,5307.47,278.92,11.16,7.6238,298.04,HIGH_RISK
16988.0,26,8066.53,293.52,65.06,8.4051,422.44,SAFE
18467.0,23,6217.27,293.35,64.17,9.3849,423.56,SAFE
13381.0,26,6259.08,292.72,66.87,-8.654,408.09,SAFE
15693.0,3,5519.77,467.38,124.77,152.5188,614.45,HIGH_RISK
12158.0,29,5848.47,215.84,48.35,-5.5634,302.1,SAFE
22430.0,26,7674.23,934.6,306.94,-7.5521,1704.31,SAFE
22571.0,21,11642.12,297.47,23.17,-0.46,335.08,SAFE
21336.0,9,8729.27,367.39,76.6,28.1561,466.02,CAUTION
20400.0,7,7281.79,344.24,74.52,36.0802,470.99,HIGH_RISK
16758.0,2,7312.15,295.27,12.61,-25.2218,307.88,SAFE
22281.0,20,9562.54,335.53,72.11,11.9919,449.69,SAFE
19750.0,17,8978.96,435.63,31.8,-4.6821,488.74,SAFE
22990.0,10,8476.63,1155.77,405.54,64.9936,1897.35,HIGH_RISK
12415.0,30,5822.08,142.22,30.04,-3.3115,201.17,SAFE
19350.0,23,8839.88,323.2,67.32,-9.625,429.54,SAFE
8366.0,13,3918.28,171.98,83.74,0.074,357.94,SAFE
13912.0,23,7155.03,218.38,49.74,7.1929,330.06,SAFE
11708.0,12,5155.31,309.61,65.99,18.3945,411.86,HIGH_RISK
12349.0,29,5430.55,181.62,11.82,-0.7862,200.74,SAFE
24289.0,3,11915.49,1137.1,47.46,-32.0539,1193.09,HIGH_RISK
20355.0,27,8731.66,515.67,39.15,0.501,583.96,SAFE
16709.0,24,8385.97,282.8,94.33,0.4812,445.52,SAFE
14304.0,30,5442.8,239.71,16.32,-0.7139,272.01,SAFE
24139.0,3,12684.16,446.45,192.61,155.3132,704.28,HIGH_RISK
9250.0,23,4230.74,179.95,11.0,0.1233,198.38,SAFE
8653.0,8,3695.62,153.02,36.4,-15.5943,199.11,SAFE
9607.0,27,4188.76,243.7,16.03,0.2195,271.02,SAFE
13279.0,6,5492.19,186.83,42.74,24.7523,248.02,HIGH_RISK
24373.0,18,10908.99,529.72,207.29,-2.7716,1136.17,SAFE
12787.0,9,5386.68,205.62,46.61,-17.7291,283.59,SAFE
9104.0,23,4666.15,197.79,40.69,5.9892,271.1,SAFE
17560.0,29,6337.53,606.55,251.3,3.1179,1111.36,SAFE
19936.0,7,9017.26,491.96,218.48,-2.5345,853.17,CAUTION
15796.0,10,6490.35,553.31,308.95,16.2163,1395.4,HIGH_RISK
11449.0,8,5744.74,424.66,224.27,59.5177,894.59,HIGH_RISK
9607.0,4,3802.32,215.37,56.71,50.7156,290.35,HIGH_RISK
11462.0,19,3984.12,261.13,60.0,10.6516,372.81,SAFE
10951.0,26,4972.74,230.47,14.54,0.2124,255.82,SAFE
19337.0,12,7005.28,449.43,101.94,28.9109,613.31,CAUTION
18419.0,12,7713.91,514.55,246.06,8.8818,1131.19,CAUTION
20925.0,11,8902.99,313.73,117.81,7.6945,579.86,SAFE
10827.0,5,4767.33,261.69,62.67,43.503,348.36,HIGH_RISK
24445.0,18,12633.72,546.83,117.26,22.0512,783.17,SAFE
13350.0,22,5019.05,286.12,15.13,-0.0563,311.82,SAFE
17893.0,13,6377.22,373.04,26.04,1.2036,407.13,SAFE
11755.0,23,4192.84,198.52,12.99,0.3245,223.57,SAFE
12046.0,26,5327.08,260.79,58.69,-7.551,362.56,SAFE
9119.0,5,3624.34,253.71,50.64,35.6262,318.65,HIGH_RISK
13176.0,7,5927.17,264.84,66.31,32.952,363.52,HIGH_RISK
18003.0,14,7932.47,271.5,16.52,-2.8981,295.9,SAFE
19332.0,9,6756.35,381.09,105.08,40.1696,562.63,HIGH_RISK
21507.0,8,7462.23,384.64,98.05,40.6572,579.71,HIGH_RISK
19409.0,3,9881.12,348.1,15.87,19.0716,365.03,HIGH_RISK
15804.0,11,6426.6,405.27,107.06,33.3675,583.81,HIGH_RISK
9785.0,14,4672.66,168.75,8.68,0.0261,181.63,SAFE
8569.0,28,3169.22,154.28,35.51,4.2353,209.17,SAFE
13023.0,23,4706.28,280.71,19.92,-0.8617,312.85,SAFE
21084.0,4,9222.21,459.05,114.8,100.4552,584.38,HIGH_RISK
18977.0,11,8839.6,387.54,160.75,-1.4917,688.76,SAFE
15437.0,27,6310.89,269.43,19.24,-0.8428,298.76,SAFE
24762.0,10,9287.36,383.14,82.1,28.0172,524.42,CAUTION
10603.0,20,5074.06,178.71,11.04,0.0897,197.88,SAFE
11574.0,18,4971.92,352.69,165.1,-3.5504,689.25,SAFE
22537.0,9,9587.6,550.13,129.83,47.6997,749.75,HIGH_RISK
14861.0,15,5889.63,265.89,57.69,-13.1235,374.55,SAFE
14205.0,23,6178.35,176.24,11.71,-0.2082,193.45,SAFE
23839.0,21,9373.77,363.98,25.98,-0.0392,401.08,SAFE
11331.0,3,4765.13,170.55,13.07,-7.5895,186.83,SAFE
17409.0,25,6207.77,739.45,335.88,2.943,1569.91,SAFE
10669.0,20,4246.22,145.06,8.65,0.7397,161.91,SAFE
18367.0,14,7306.44,530.61,196.05,10.5635,855.27,CAUTION
9264.0,24,4263.69,144.62,30.99,-4.3036,198.15,SAFE
19969.0,20,7923.93,479.19,94.53,15.703,631.69,SAFE
24078.0,18,10520.9,854.64,242.12,13.846,1215.57,CAUTION
13413.0,10,4876.78,309.03,19.29,-0.9606,335.57,SAFE
23465.0,13,10451.43,573.95,124.91,32.0466,764.94,CAUTION
23579.0,6,11612.19,458.07,177.14,15.6729,729.54,HIGH_RISK
14864.0,23,6083.11,363.89,192.63,2.8508,786.69,SAFE
11034.0,10,4685.97,235.17,90.69,-10.5617,366.7,SAFE
13983.0,11,5255.26,250.0,18.19,2.341,278.58,SAFE
10699.0,14,4855.95,181.24,10.53,0.4528,196.99,SAFE
20366.0,19,9328.23,517.71,120.35,-21.3723,717.63,SAFE
17428.0,16,6122.39,417.07,165.24,10.1133,775.25,SAFE
23196.0,9,9267.44,612.12,28.32,3.2507,669.97,CAUTION
14092.0,27,6922.78,159.82,35.78,4.4267,224.97,SAFE
12858.0,12,5505.39,337.68,73.88,21.1107,445.68,HIGH_RISK
24771.0,4,10028.69,451.33,106.26,91.4231,567.75,HIGH_RISK
23085.0,4,7736.74,1098.66,407.03,227.8313,1439.72,HIGH_RISK
12782.0,13,5159.24,306.54,68.36,-17.6982,436.8,SAFE
11485.0,30,4677.21,284.78,64.09,-7.1505,401.88,SAFE
19366.0,10,7530.17,290.14,70.63,23.904,399.46,CAUTION
15925.0,19,7760.13,323.42,68.92,12.1117,450.64,SAFE
24083.0,21,9188.4,382.1,92.11,-14.5498,549.09,SAFE
17958.0,18,6167.96,274.95,66.51,-12.4291,384.03,SAFE
24845.0,22,9848.53,657.55,137.68,-20.9964,908.2,SAFE
18262.0,6,6947.72,515.62,123.36,-71.1564,699.75,SAFE
8293.0,1,3135.47,164.21,0.0,0.0,164.21,CAUTION
24670.0,21,10679.51,454.51,101.96,16.118,648.81,SAFE
8862.0,16,4331.5,166.23,39.4,8.3306,235.17,SAFE
21487.0,9,9367.19,564.79,257.08,12.997,931.96,CAUTION
19316.0,14,10269.49,409.36,85.7,20.6619,562.43,CAUTION
16775.0,26,7976.86,278.46,60.36,-7.7961,377.8,SAFE
9375.0,26,3683.84,182.46,11.25,0.1654,203.2,SAFE
16289.0,16,7663.84,259.9,19.24,-0.3113,288.46,SAFE
24561.0,10,9145.66,670.71,265.88,55.0445,1144.57,HIGH_RISK
11312.0,10,5756.98,266.83,20.75,-1.0215,298.23,CAUTION
19038.0,14,7443.85,421.93,29.45,-0.4339,459.27,SAFE
24375.0,2,9620.97,297.28,71.99,-143.9811,369.27,SAFE
17659.0,9,8663.59,340.99,89.92,-34.4018,496.23,SAFE
20345.0,8,8555.5,304.1,24.29,-0.3856,336.55,SAFE
19226.0,19,7374.76,358.19,79.88,-14.3052,498.47,SAFE
23029.0,16,9566.73,370.25,79.05,16.62,489.89,SAFE
12353.0,25,4640.91,213.51,48.81,-6.5093,298.66,SAFE
11171.0,16,5691.68,153.91,34.72,-7.2214,207.17,SAFE
11672.0,10,4861.37,291.02,64.6,-22.0038,397.92,SAFE
21457.0,9,9442.24,460.88,29.93,5.6503,492.57,CAUTION
12487.0,14,5673.55,146.28,9.02,-0.0395,168.33,SAFE
14220.0,25,7197.55,324.84,68.75,9.3247,472.97,SAFE
9325.0,10,3258.17,201.93,42.72,14.4372,262.6,CAUTION
13728.0,1,4815.48,501.04,0.0,0.0,501.04,HIGH_RISK
19063.0,18,8562.85,628.11,223.32,3.7589,978.39,SAFE
21029.0,29,8600.33,323.3,21.18,-0.6563,365.38,SAFE
13614.0,4,6366.0,279.71,15.84,-6.8145,301.45,SAFE
19853.0,17,8613.08,492.85,191.78,10.4781,950.24,SAFE
21545.0,19,10076.05,372.04,88.52,15.4323,542.65,SAFE
11209.0,30,5431.1,159.34,33.56,-3.7222,233.46,SAFE
13962.0,29,5954.14,356.85,80.2,-9.3925,502.06,SAFE
12572.0,24,6002.92,193.61,44.13,6.1903,283.93,SAFE
20070.0,1,7528.13,537.1,0.0,0.0,537.1,HIGH_RISK
17356.0,7,8326.26,200.82,12.22,4.7284,218.84,SAFE
8114.0,22,2955.74,296.59,112.88,-0.9396,512.81,SAFE
10565.0,14,4974.49,221.27,115.93,7.0908,529.85,SAFE
19092.0,27,9754.93,408.61,82.73,10.2433,538.32,SAFE
17522.0,20,7774.22,521.38,252.64,18.4219,1073.11,SAFE
19720.0,25,8728.11,410.08,180.67,1.9104,1000.64,SAFE
8065.0,5,3074.9,209.78,55.53,-37.8786,299.84,SAFE
19822.0,5,8281.51,524.66,115.18,-78.5549,659.88,SAFE
19406.0,28,6914.23,457.0,32.56,1.3464,505.5,SAFE
19274.0,6,6741.9,420.74,21.44,7.3422,447.41,CAUTION
16235.0,22,6744.69,338.73,72.42,11.1574,464.85,SAFE
19267.0,1,9780.45,291.96,0.0,0.0,291.96,CAUTION
15087.0,23,6276.16,363.03,24.81,-0.9116,402.42,SAFE
15858.0,14,6067.36,239.05,46.8,11.0541,335.03,SAFE
24447.0,16,9907.29,647.22,241.67,18.1848,1257.19,SAFE
17934.0,23,7591.24,364.88,26.47,-0.4619,405.11,SAFE
9753.0,9,4443.74,191.13,11.25,1.0659,208.08,SAFE
12585.0,18,4248.96,513.28,192.15,1.8661,830.18,SAFE
10121.0,14,4006.64,416.26,171.96,9.8323,728.83,HIGH_RISK
16519.0,29,7095.33,348.24,142.45,1.4027,815.76,SAFE
22017.0,14,8497.98,1172.62,492.04,-15.7209,2307.17,CAUTION
14331.0,20,6165.13,361.46,23.72,-0.472,399.75,SAFE
24383.0,28,10894.56,592.25,123.11,14.7946,824.87,SAFE
8561.0,21,3231.76,348.99,146.99,3.7377,680.62,SAFE
11575.0,26,5539.93,139.53,31.22,-4.0014,209.12,SAFE
16800.0,21,7354.36,332.47,76.41,12.2503,430.02,SAFE
18815.0,1,9624.8,562.51,0.0,0.0,562.51,HIGH_RISK
11652.0,26,4747.37,248.31,98.94,-0.1504,485.11,SAFE
9902.0,12,3608.91,286.31,65.58,18.3093,413.33,HIGH_RISK
12925.0,11,6008.68,201.48,47.14,14.3289,287.76,CAUTION
11821.0,15,4550.56,337.17,23.12,0.0227,370.45,SAFE
16418.0,17,5480.88,429.06,28.55,-2.1108,476.44,SAFE
23963.0,18,11726.4,662.87,215.66,8.5403,1095.66,SAFE
21346.0,6,8791.63,496.6,171.85,-34.459,731.45,SAFE
8025.0,23,4087.32,130.29,72.69,-1.1206,345.45,SAFE
22410.0,26,11491.83,267.92,17.48,0.59,300.19,SAFE
11314.0,25,5638.16,242.41,51.42,-6.8676,358.74,SAFE
18567.0,22,7867.89,444.89,258.66,2.0273,1057.42,SAFE
16050.0,8,5827.18,321.55,72.64,30.2661,410.14,HIGH_RISK
11571.0,25,4718.13,198.32,11.94,-0.5477,218.24,SAFE
22491.0,18,9834.95,622.43,141.14,-26.8055,865.63,SAFE
17690.0,25,7185.94,493.69,102.16,-13.8727,670.82,SAFE
19233.0,25,9565.74,545.96,228.14,1.7106,954.3,SAFE
12129.0,15,4664.13,246.51,17.08,0.4217,267.32,SAFE
18620.0,12,6474.27,563.73,200.49,15.9688,892.45,CAUTION
8185.0,7,3712.86,147.54,65.2,18.6819,236.57,HIGH_RISK
22034.0,17,8707.63,618.51,132.06,25.6891,840.86,SAFE
20847.0,9,8926.22,552.16,40.48,-5.617,626.44,CAUTION
15683.0,20,6187.01,303.65,20.07,-0.865,331.72,SAFE
20039.0,10,7353.6,458.06,109.26,-37.6963,621.81,SAFE
14200.0,22,6149.34,316.21,68.54,-10.4314,450.31,SAFE
11346.0,28,4526.91,266.54,54.15,-6.4409,374.51,SAFE
16069.0,2,7201.99,250.3,5.92,-11.835,256.22,SAFE
15629.0,29,6699.93,578.0,263.26,0.1625,1182.75,SAFE
19255.0,25,7341.96,873.63,398.04,-4.686,1828.74,SAFE
9233.0,6,3302.02,134.6,8.98,0.9398,148.0,SAFE
10944.0,30,4467.67,243.46,51.93,5.8116,338.77,SAFE
10570.0,16,4779.63,228.03,53.29,11.0753,327.61,SAFE
19399.0,20,7129.47,383.09,84.91,14.3354,514.95,SAFE
18301.0,14,8920.67,460.13,206.48,-4.3829,777.48,SAFE
8339.0,22,4006.56,169.91,38.62,5.9092,246.56,SAFE
24641.0,25,9828.84,375.43,26.61,0.0074,423.03,SAFE
17047.0,6,7688.87,406.8,101.77,-58.3162,557.41,SAFE
23828.0,8,11478.71,554.9,243.56,-14.863,1000.71,SAFE
11008.0,17,4771.42,293.8,161.52,1.6943,657.36,SAFE
10101.0,26,3975.01,330.86,130.07,-1.0565,613.15,SAFE
23859.0,4,9195.08,507.88,13.42,10.3014,522.02,CAUTION
12652.0,19,4820.65,167.91,37.46,-6.5998,242.85,SAFE
12549.0,18,4747.68,352.75,26.22,0.9217,402.21,SAFE
21409.0,16,8030.92,481.82,106.34,22.5449,651.5,SAFE
17262.0,21,8637.86,398.29,31.8,0.146,449.86,SAFE
17292.0,6,7552.02,404.26,148.39,29.8416,693.13,HIGH_RISK
20526.0,16,9719.13,765.85,286.53,21.8186,1237.46,CAUTION
12476.0,28,6166.57,200.4,99.25,6.9688,450.01,SAFE
9722.0,30,4321.81,211.77,14.44,0.5094,235.06,SAFE
10413.0,27,4341.38,235.55,51.66,-6.3986,322.22,SAFE
21978.0,22,9360.37,294.64,63.0,9.5787,415.29,SAFE
20402.0,1,8652.51,310.51,0.0,0.0,310.51,SAFE
10438.0,2,4312.42,303.29,22.93,-45.8513,326.21,SAFE
21805.0,9,9641.34,337.74,64.16,-24.0469,426.83,SAFE
8535.0,22,3674.11,222.49,89.53,-3.5206,417.45,SAFE
13988.0,8,5786.79,247.41,57.17,24.2268,357.77,HIGH_RISK
19041.0,24,8856.11,300.93,63.06,8.816,411.32,SAFE
10534.0,19,4709.39,126.09,9.1,-0.3039,139.88,SAFE
22102.0,6,7728.19,598.4,120.89,-69.4629,736.97,SAFE
18191.0,21,6982.79,244.94,52.55,8.3334,335.74,SAFE
20333.0,11,8512.29,403.21,144.44,7.2184,677.89,SAFE
15053.0,5,6818.33,213.85,11.28,-4.3978,232.79,SAFE
15860.0,6,5878.65,548.07,179.63,16.2511,709.01,HIGH_RISK
10698.0,15,4965.35,261.18,99.95,0.0879,511.52,SAFE
16874.0,1,7168.7,508.22,0.0,0.0,508.22,HIGH_RISK
17161.0,10,8409.77,280.3,101.95,9.6336,455.88,CAUTION
12031.0,4,5204.56,307.71,94.46,83.2803,449.95,HIGH_RISK
11837.0,12,4227.95,256.85,13.21,-0.6121,282.45,SAFE
18457.0,12,8009.51,419.38,168.49,-30.9979,720.46,SAFE
16847.0,18,7427.67,315.21,19.0,-2.2169,352.39,SAFE
16262.0,28,7192.88,302.47,65.5,7.7692,436.6,SAFE
8391.0,24,3790.87,181.46,11.45,-0.2862,197.69,SAFE
23565.0,4,10341.81,530.37,120.74,107.6925,687.5,HIGH_RISK
17762.0,4,7799.97,367.83,8.18,6.6337,377.29,CAUTION
17705.0,27,7508.6,368.32,123.89,0.4862,632.4,SAFE
14714.0,25,6729.59,215.54,10.22,-0.0019,232.66,SAFE
13903.0,23,5999.19,262.73,115.37,0.2533,508.98,SAFE
11996.0,15,4784.28,330.87,73.27,-16.4198,487.13,SAFE
9787.0,20,3365.52,253.94,58.8,-9.9881,363.37,SAFE
20054.0,8,8834.72,520.56,176.85,24.5682,785.52,HIGH_RISK
23329.0,27,11564.33,723.52,325.93,11.7915,1639.62,SAFE
14771.0,29,7301.49,263.37,55.24,6.2792,372.39,SAFE
13004.0,16,5124.21,284.71,60.8,-12.7699,368.33,SAFE
8154.0,23,3198.49,195.32,40.94,-5.9578,276.54,SAFE
17450.0,8,6148.76,516.93,113.75,-48.4689,680.62,SAFE
10068.0,24,3840.54,242.27,54.66,-7.619,320.71,SAFE
18218.0,2,8790.23,380.37,5.3,10.6055,385.67,HIGH_RISK
8984.0,1,3502.27,246.82,0.0,0.0,246.82,HIGH_RISK
21550.0,26,7990.84,656.04,141.12,-18.2589,880.63,SAFE
16827.0,26,6556.1,594.62,221.77,8.141,1201.78,SAFE
21283.0,27,8089.71,454.31,27.67,-0.6028,502.47,SAFE
24287.0,30,8549.46,564.33,36.41,0.0476,617.53,SAFE
22147.0,14,9985.59,273.93,64.34,-15.7217,369.52,SAFE
19101.0,3,6290.74,284.89,104.79,90.2216,390.28,HIGH_RISK
8146.0,20,2984.51,148.08,11.03,-0.4188,167.91,SAFE
10661.0,3,3873.54,293.66,9.58,-9.9207,300.9,SAFE
21309.0,6,10623.09,358.61,124.18,-15.7671,527.08,SAFE
24211.0,10,11318.28,585.04,157.95,-53.9041,820.62,SAFE
16242.0,29,7236.54,303.03,21.53,0.6515,344.34,SAFE
11280.0,12,4136.19,198.03,14.03,0.4018,221.8,SAFE
8193.0,5,3523.37,198.01,58.48,40.821,292.7,HIGH_RISK
22153.0,17,8118.9,556.99,185.59,11.1429,1081.15,SAFE
15170.0,7,5319.17,465.4,27.54,-10.8844,512.27,SAFE
14918.0,13,7093.51,256.98,12.63,0.2994,290.95,SAFE
14495.0,10,6639.7,322.76,148.13,26.6144,575.46,HIGH_RISK
18555.0,1,8511.1,503.68,0.0,0.0,503.68,HIGH_RISK
11721.0,29,4183.15,235.02,111.03,0.0187,495.26,SAFE
12317.0,21,4884.28,353.46,79.04,12.7334,475.93,SAFE
18194.0,12,8917.11,427.82,99.29,27.9692,584.18,HIGH_RISK
13820.0,30,5487.36,283.21,21.8,0.384,319.29,SAFE
10039.0,24,4588.83,148.06,10.01,0.0434,169.13,SAFE
10871.0,10,4580.72,226.52,13.42,2.7122,250.48,SAFE
8997.0,20,3076.22,130.45,7.86,-0.5341,141.47,SAFE
22964.0,18,9350.51,322.7,18.9,0.6562,351.62,SAFE
20302.0,9,7983.92,303.44,75.14,28.785,420.73,CAUTION
9228.0,10,3388.34,135.84,32.02,-10.9068,180.9,SAFE
15304.0,18,7906.01,174.3,42.13,7.8749,240.15,SAFE
